tname	tf	tfgenename	tfcount	gene	tfauc	gcount	npmotifregweight	npgexpress	nprtype
Male reproductive glands	Pdp1_(-)-NPR	Pdp1	42	AstC-R2	0.2787	2	14.4	2.66667	npr
Male reproductive glands	Pdp1_(-)-NPR	Pdp1	13	CrzR	0.29003	3	8.4	2.53846	npr
Male reproductive glands	Pdp1_(-)-NPR	Pdp1	123	Pdfr	0.30167	60	37.2	1.97561	npr
Male reproductive glands	pho_(+)-NPR	pho	96	AstA-R2	0.02028	2	1.6	1.04167	npr
Male reproductive glands	pho_(+)-NPR	pho	42	AstC-R2	0.02043	1	0.3	2.66667	npr
Male reproductive glands	pho_(+)-NPR	pho	258	SIFaR	0.02135	1	1.1	1.18605	npr
Male reproductive glands	Poxm_(+)-NPR	Poxm	173	sNPF-R	0.11214	3	1.6	1.26012	npr
Male reproductive glands	Poxm_(-)-NPR	Poxm	160	sNPF-R	0.12612	3	1.6	1.25625	npr
Male reproductive glands	prd_(+)-NPR	prd	287	AstA-R1	0.20395	5	9	1.07666	npr
Male reproductive glands	prd_(+)-NPR	prd	96	AstA-R2	0.29079	4	24.6	1.04167	npr
Male reproductive glands	prd_(+)-NPR	prd	260	SIFaR	0.28665	5	7.8	1.18462	npr
Male reproductive glands	prd_(+)-NPR	prd	173	sNPF-R	0.14053	8	0.3	1.26012	npr
Male reproductive glands	repo_(+)-NPR	repo	7	CrzR	0.15735	2	2.5	2.71429	npr
Male reproductive glands	SMC3_(+)-NPR	SMC3	34	AstA-R2	0.02584	4	7.2	1.02941	npr
Male reproductive glands	Sox100B_(+)-NPR	Sox100B	11	CrzR	0.07665	4	1	2.81818	npr
Male reproductive glands	Sox102F_(+)-NPR	Sox102F	28	AstC-R1	0.0317	14	17.2	2.35714	npr
Male reproductive glands	Sox102F_(+)-NPR	Sox102F	114	Pdfr	0.04419	24	18.5	2.05263	npr
Male reproductive glands	Sox102F_(+)-NPR	Sox102F	146	sNPF-R	0.01795	3	12.9	1.28082	npr
Male reproductive glands	Sox14_(+)-NPR	Sox14	123	Pdfr	0.09816	1	0.5	1.97561	npr
Male reproductive glands	Sox14_(-)-NPR	Sox14	123	Pdfr	0.2085	1	0.5	1.97561	npr
Male reproductive glands	SoxN_(+)-NPR	SoxN	42	AstC-R2	0.29481	1	7.2	2.66667	npr
Male reproductive glands	SoxN_(+)-NPR	SoxN	173	sNPF-R	0.1453	3	20.5	1.26012	npr
Male reproductive glands	SoxN_(-)-NPR	SoxN	36	AstC-R2	0.02736	1	7.2	2.41667	npr
Male reproductive glands	SoxN_(-)-NPR	SoxN	148	sNPF-R	0.10332	3	20.5	1.25	npr
Male reproductive glands	SREBP_(+)-NPR	SREBP	42	AstC-R2	0.02768	3	0.9	2.66667	npr
Male reproductive glands	ss_(+)-NPR	ss	274	AstA-R1	0.00519	100	22.4	1.08029	npr
Male reproductive glands	sug_(+)-NPR	sug	123	Pdfr	0.11189	3	23.7	1.97561	npr
Male reproductive glands	Trf2_(-)-NPR	Trf2	11	AstA-R1	0.12151	5	6.2	1.09091	npr
Male reproductive glands	Trf2_(-)-NPR	Trf2	6	AstA-R2	0.1846	11	2.3	1.33333	npr
Male reproductive glands	Trf2_(-)-NPR	Trf2	38	Pdfr	0.7127	10	4.6	1.55263	npr
Male reproductive glands	Trf2_(-)-NPR	Trf2	8	SIFaR	0.10673	11	3.9	1.25	npr
Male reproductive glands	unc-4_(+)-NPR	unc-4	173	sNPF-R	0.09619	1	0.1	1.26012	npr
Male reproductive glands	Usf_(+)-NPR	Usf	260	SIFaR	0.02453	3	3.7	1.18462	npr
Male reproductive glands	vtd_(+)-NPR	vtd	13	CrzR	0.02484	1	0.8	2.53846	npr
Malpighian tubule	Abd-B_(+)-NPR	Abd-B	9	AstC-R1	0.04643	66	42.8	1.22222	npr
Malpighian tubule	Abd-B_(+)-NPR	Abd-B	338	Pdfr	0.01313	19	61.3	2.35207	npr
Malpighian tubule	aop_(+)-NPR	aop	205	CrzR	0.10509	5	1.8	1.77073	npr
Malpighian tubule	aop_(-)-NPR	aop	208	CrzR	0.11835	5	1.8	1.79808	npr
Malpighian tubule	B-H2_(+)-NPR	B-H2	23	sNPF-R	0.03313	1	1	1.26087	npr
Malpighian tubule	bin_(+)-NPR	bin	768	AstA-R2	0.00407	2	5.1	2.32552	npr
Malpighian tubule	bin_(+)-NPR	bin	7	AstC-R1	0.09445	100	17.8	1.28571	npr
Malpighian tubule	bin_(+)-NPR	bin	495	Pdfr	0.01014	9	3	2.0303	npr
Malpighian tubule	bsh_(+)-NPR	bsh	669	AstA-R2	0.00392	86	10	2.72347	npr
Malpighian tubule	bs_(-)-NPR	bs	526	AstA-R1	0.05097	15	2.9	1.37452	npr
Malpighian tubule	cad_(-)-NPR	cad	968	AstA-R2	0.18122	42	13.8	2.34401	npr
Malpighian tubule	cbt_(+)-NPR	cbt	2024	AstA-R1	0.1495	1	2.1	1.37352	npr
Malpighian tubule	cbt_(-)-NPR	cbt	581	AstA-R1	0.06233	1	2.1	1.3253	npr
Malpighian tubule	CG8079_(-)-NPR	CG8079	958	AstA-R2	0.36114	5	5.7	2.35804	npr
Malpighian tubule	CG9609_(+)-NPR	CG9609	1201	TkR86C	0.03668	37	4.9	1.44047	npr
Malpighian tubule	CHES-1-like_(-)-NPR	CHES-1-like	1840	AstA-R1	0.04023	3	5.1	1.35598	npr
Malpighian tubule	CHES-1-like_(-)-NPR	CHES-1-like	627	Pdfr	0.05889	1	0.7	1.83094	npr
Malpighian tubule	CHES-1-like_(-)-NPR	CHES-1-like	282	sNPF-R	0.03768	1	7.1	1.1844	npr
Malpighian tubule	ci_(+)-NPR	ci	3119	NPFR	0.07919	33	5	2.55114	npr
Malpighian tubule	ci_(+)-NPR	ci	312	sNPF-R	0.08395	11	4.5	1.17949	npr
Malpighian tubule	ci_(+)-NPR	ci	1201	TkR86C	0.07581	3	3.5	1.44047	npr
Malpighian tubule	ci_(-)-NPR	ci	117	NPFR	0.04681	33	5	1.7265	npr
Malpighian tubule	ci_(-)-NPR	ci	79	sNPF-R	0.07295	11	4.5	1.21519	npr
Malpighian tubule	ci_(-)-NPR	ci	80	TkR86C	0.04978	3	3.5	1.225	npr
Malpighian tubule	cnc_(-)-NPR	cnc	2006	AstA-R1	0.045	1	9.5	1.37488	npr
Malpighian tubule	Cnot4_(+)-NPR	Cnot4	2024	AstA-R1	0.02021	1	0.9	1.37352	npr
Malpighian tubule	Cnot4_(+)-NPR	Cnot4	682	Pdfr	0.02184	14	3.6	1.80352	npr
Malpighian tubule	Cnot4_(+)-NPR	Cnot4	1201	TkR86C	0.01943	4	2.4	1.44047	npr
Malpighian tubule	cyc_(+)-NPR	cyc	2024	AstA-R1	0.0552	50	10.2	1.37352	npr
Malpighian tubule	da_(+)-NPR	da	2024	AstA-R1	0.08303	1	0.8	1.37352	npr
Malpighian tubule	da_(-)-NPR	da	346	AstA-R1	0.06652	1	0.8	1.43642	npr
Malpighian tubule	Dif_(+)-NPR	Dif	682	Pdfr	0.01538	85	34.3	1.80352	npr
Malpighian tubule	Dif_(+)-NPR	Dif	312	sNPF-R	0.00931	4	5.3	1.17949	npr
Malpighian tubule	Dif_(+)-NPR	Dif	1201	TkR86C	0.00775	60	24.8	1.44047	npr
Malpighian tubule	Dif_(-)-NPR	Dif	216	Pdfr	0.23526	85	34.3	1.84259	npr
Malpighian tubule	Dif_(-)-NPR	Dif	42	sNPF-R	0.14935	4	5.3	1.09524	npr
Malpighian tubule	Dif_(-)-NPR	Dif	113	TkR86C	0.0437	60	24.8	1.29204	npr
Malpighian tubule	Doc3_(+)-NPR	Doc3	3433	CapaR	0.08757	6	1.5	2.36411	npr
Malpighian tubule	Dp_(+)-NPR	Dp	3119	NPFR	0.02386	32	9.6	2.55114	npr
Malpighian tubule	Dp_(+)-NPR	Dp	312	sNPF-R	0.02335	3	2.3	1.17949	npr
Malpighian tubule	Dp_(-)-NPR	Dp	644	NPFR	0.03758	32	9.6	2.05745	npr
Malpighian tubule	Dp_(-)-NPR	Dp	45	sNPF-R	0.03802	3	2.3	1.15556	npr
Malpighian tubule	E2f1_(-)-NPR	E2f1	1810	AstA-R1	0.01266	4	4.9	1.3768	npr
Malpighian tubule	E2f1_(-)-NPR	E2f1	3004	CapaR	0.00979	1	3.9	2.42477	npr
Malpighian tubule	E2f1_(-)-NPR	E2f1	2703	NPFR	0.0113	45	10.6	2.54421	npr
Malpighian tubule	E2f1_(-)-NPR	E2f1	615	Pdfr	0.01712	8	7.2	1.86016	npr
Malpighian tubule	EcR_(+)-NPR	EcR	207	CrzR	0.24131	2	0.9	1.80193	npr
Malpighian tubule	EcR_(-)-NPR	EcR	179	CrzR	0.121	2	0.9	1.77654	npr
Malpighian tubule	egg_(+)-NPR	egg	10	SIFaR	0.02614	1	1	1	npr
Malpighian tubule	egg_(+)-NPR	egg	278	sNPF-R	0.02055	1	5.7	1.17626	npr
Malpighian tubule	Eip74EF_(+)-NPR	Eip74EF	965	AstA-R2	0.1614	96	4.8	2.34819	npr
Malpighian tubule	Eip74EF_(+)-NPR	Eip74EF	1201	TkR86C	0.2356	2	2.4	1.44047	npr
Malpighian tubule	Eip74EF_(-)-NPR	Eip74EF	968	AstA-R2	0.20806	96	4.8	2.34401	npr
Malpighian tubule	Eip74EF_(-)-NPR	Eip74EF	1127	TkR86C	0.01414	2	2.4	1.43744	npr
Malpighian tubule	Eno_(+)-NPR	Eno	10	SIFaR	0.2154	1	4.4	1	npr
Malpighian tubule	erm_(+)-NPR	erm	51	AstA-R1	0.0266	1	2.2	2.15686	npr
Malpighian tubule	fkh_(+)-NPR	fkh	2024	AstA-R1	0.14717	23	12	1.37352	npr
Malpighian tubule	fkh_(+)-NPR	fkh	968	AstA-R2	0.16656	37	19	2.34401	npr
Malpighian tubule	fkh_(+)-NPR	fkh	682	Pdfr	0.14574	6	32.2	1.80352	npr
Malpighian tubule	foxo_(-)-NPR	foxo	1884	AstA-R1	0.02968	10	37.3	1.36943	npr
Malpighian tubule	foxo_(-)-NPR	foxo	926	AstA-R2	0.02975	77	57.5	2.37689	npr
Malpighian tubule	foxo_(-)-NPR	foxo	2963	NPFR	0.0266	52	16.7	2.58994	npr
Malpighian tubule	foxo_(-)-NPR	foxo	651	Pdfr	0.03313	20	10.3	1.82949	npr
Malpighian tubule	foxo_(-)-NPR	foxo	288	sNPF-R	0.03308	30	28.7	1.18056	npr
Malpighian tubule	foxo_(-)-NPR	foxo	1133	TkR86C	0.02664	77	25.6	1.43071	npr
Malpighian tubule	grh_(-)-NPR	grh	968	AstA-R2	0.14649	100	33.9	2.34401	npr
Malpighian tubule	grh_(-)-NPR	grh	154	AstC-R2	0.15041	21	18.1	4.52597	npr
Malpighian tubule	Hnf4_(-)-NPR	Hnf4	2001	AstA-R1	0.05527	76	42.5	1.37031	npr
Malpighian tubule	Hnf4_(-)-NPR	Hnf4	966	AstA-R2	0.29135	1	2.2	2.34679	npr
Malpighian tubule	Hnf4_(-)-NPR	Hnf4	310	sNPF-R	0.05214	16	24.3	1.18065	npr
Malpighian tubule	Hnf4_(-)-NPR	Hnf4	1188	TkR86C	0.03118	4	34.3	1.4436	npr
Malpighian tubule	Hsf_(+)-NPR	Hsf	3119	NPFR	0.04011	1	3.1	2.55114	npr
Malpighian tubule	jim_(+)-NPR	jim	2024	AstA-R1	0.15439	8	27	1.37352	npr
Malpighian tubule	jim_(+)-NPR	jim	968	AstA-R2	0.18029	99	40.8	2.34401	npr
Malpighian tubule	jim_(+)-NPR	jim	154	AstC-R2	0.17963	2	3.4	4.52597	npr
Malpighian tubule	jim_(+)-NPR	jim	682	Pdfr	0.15364	47	23	1.80352	npr
Malpighian tubule	jim_(+)-NPR	jim	312	sNPF-R	0.14873	15	8.3	1.17949	npr
Malpighian tubule	jim_(-)-NPR	jim	1987	AstA-R1	0.02435	8	27	1.36688	npr
Malpighian tubule	jim_(-)-NPR	jim	957	AstA-R2	0.03426	99	40.8	2.35841	npr
Malpighian tubule	jim_(-)-NPR	jim	154	AstC-R2	0.0361	2	3.4	4.52597	npr
Malpighian tubule	jim_(-)-NPR	jim	663	Pdfr	0.02853	47	23	1.82202	npr
Malpighian tubule	jim_(-)-NPR	jim	306	sNPF-R	0.02672	15	8.3	1.17974	npr
Malpighian tubule	kay_(-)-NPR	kay	1745	AstA-R1	0.04125	100	102.9	1.38854	npr
Malpighian tubule	kay_(-)-NPR	kay	888	AstA-R2	0.04757	28	75.3	2.3536	npr
Malpighian tubule	kay_(-)-NPR	kay	147	AstC-R2	0.05397	93	102.9	4.47619	npr
Malpighian tubule	kay_(-)-NPR	kay	201	CrzR	0.14487	1	0.9	1.8209	npr
Malpighian tubule	kay_(-)-NPR	kay	2692	NPFR	0.03708	88	93.9	2.5416	npr
Malpighian tubule	kay_(-)-NPR	kay	610	Pdfr	0.04259	38	74.8	1.66885	npr
Malpighian tubule	kay_(-)-NPR	kay	264	sNPF-R	0.0432	15	58	1.18182	npr
Malpighian tubule	kay_(-)-NPR	kay	1056	TkR86C	0.03501	97	69.4	1.44697	npr
Malpighian tubule	lola_(-)-NPR	lola	207	CrzR	0.17732	1	7.6	1.80193	npr
Malpighian tubule	Mef2_(-)-NPR	Mef2	1980	AstA-R1	0.07406	98	16.7	1.37626	npr
Malpighian tubule	Mef2_(-)-NPR	Mef2	967	AstA-R2	0.17843	7	2.7	2.3454	npr
Malpighian tubule	Mef2_(-)-NPR	Mef2	3057	NPFR	0.0842	38	16.9	2.56003	npr
Malpighian tubule	Mef2_(-)-NPR	Mef2	668	Pdfr	0.08838	30	8.6	1.80539	npr
Malpighian tubule	Mef2_(-)-NPR	Mef2	306	sNPF-R	0.07219	37	26.6	1.18301	npr
Malpighian tubule	Mef2_(-)-NPR	Mef2	1177	TkR86C	0.06562	81	25.5	1.4418	npr
Malpighian tubule	Mondo_(+)-NPR	Mondo	968	AstA-R2	0.18885	39	22.3	2.34401	npr
Malpighian tubule	Mondo_(+)-NPR	Mondo	154	AstC-R2	0.18856	1	10.5	4.52597	npr
Malpighian tubule	Mondo_(-)-NPR	Mondo	967	AstA-R2	0.29609	39	22.3	2.3454	npr
Malpighian tubule	Mondo_(-)-NPR	Mondo	153	AstC-R2	0.28574	1	10.5	4.54902	npr
Malpighian tubule	net_(+)-NPR	net	208	CrzR	0.11573	21	6.8	1.79808	npr
Malpighian tubule	Nf1_(+)-NPR	Nf1	78	AstA-R1	0.061	1	2	1.17949	npr
Malpighian tubule	Nf1_(+)-NPR	Nf1	137	Pdfr	0.04806	7	3.6	4.07299	npr
Malpighian tubule	NK7.1_(-)-NPR	NK7.1	968	AstA-R2	0.2354	97	14.8	2.34401	npr
Malpighian tubule	odd_(+)-NPR	odd	10	SIFaR	0.07456	3	4.6	1	npr
Malpighian tubule	odd_(+)-NPR	odd	312	sNPF-R	0.12091	40	23.2	1.17949	npr
Malpighian tubule	org-1_(+)-NPR	org-1	10	SIFaR	0.02578	4	9	1	npr
Malpighian tubule	ovo_(+)-NPR	ovo	9	SIFaR	0.02977	5	6.5	1	npr
Malpighian tubule	ovo_(-)-NPR	ovo	10	SIFaR	0.26611	5	6.5	1	npr
Malpighian tubule	pan_(+)-NPR	pan	2024	AstA-R1	0.19406	39	25.4	1.37352	npr
Malpighian tubule	pan_(+)-NPR	pan	968	AstA-R2	0.20048	1	1.7	2.34401	npr
Malpighian tubule	pan_(+)-NPR	pan	682	Pdfr	0.18933	2	1.4	1.80352	npr
Malpighian tubule	pan_(-)-NPR	pan	354	AstA-R1	0.06749	39	25.4	1.42373	npr
Malpighian tubule	pan_(-)-NPR	pan	755	AstA-R2	0.0425	1	1.7	2.31523	npr
Malpighian tubule	pan_(-)-NPR	pan	218	Pdfr	0.08078	2	1.4	2.68807	npr
Malpighian tubule	peb_(-)-NPR	peb	968	AstA-R2	0.33976	1	0	2.34401	npr
Malpighian tubule	pho_(+)-NPR	pho	2091	NPFR	0.01693	23	9.3	2.89431	npr
Malpighian tubule	pho_(-)-NPR	pho	159	NPFR	0.02408	23	9.3	1.83648	npr
Malpighian tubule	pita_(+)-NPR	pita	1972	AstA-R1	0.02922	7	4.7	1.37728	npr
Malpighian tubule	pnr_(+)-NPR	pnr	208	CrzR	0.03378	26	11.6	1.79808	npr
Malpighian tubule	pnt_(+)-NPR	pnt	208	CrzR	0.18124	1	1.2	1.79808	npr
Malpighian tubule	Rbf_(+)-NPR	Rbf	15	AstA-R1	0.10081	2	6.1	2.46667	npr
Malpighian tubule	Rel_(-)-NPR	Rel	151	AstA-R1	0.09526	1	21	1.7947	npr
Malpighian tubule	Rel_(-)-NPR	Rel	165	NPFR	0.03556	1	1.6	1.95152	npr
Malpighian tubule	retn_(+)-NPR	retn	183	CrzR	0.02986	2	23.1	1.81967	npr
Malpighian tubule	rn_(+)-NPR	rn	46	sNPF-R	0.02536	1	4.9	1.15217	npr
Malpighian tubule	sd_(-)-NPR	sd	292	AstA-R1	0.04337	3	8.7	1.43836	npr
Malpighian tubule	Smox_(+)-NPR	Smox	310	sNPF-R	0.10911	1	1.8	1.18065	npr
Malpighian tubule	Smox_(-)-NPR	Smox	67	sNPF-R	0.04573	1	1.8	1.22388	npr
Malpighian tubule	Sox102F_(+)-NPR	Sox102F	105	Pdfr	0.22131	8	35.3	4.97143	npr
Malpighian tubule	Sp1_(+)-NPR	Sp1	174	CrzR	0.17226	3	3.4	1.83333	npr
Malpighian tubule	Sp1_(+)-NPR	Sp1	68	TkR86C	0.0387	2	0.7	1.39706	npr
Malpighian tubule	sqz_(+)-NPR	sqz	800	AstA-R2	0.04142	4	1.8	2.375	npr
Malpighian tubule	SREBP_(+)-NPR	SREBP	2024	AstA-R1	0.02295	11	7.5	1.37352	npr
Malpighian tubule	Stat92E_(-)-NPR	Stat92E	394	AstA-R2	0.00728	6	30.5	2.12944	npr
Malpighian tubule	Stat92E_(-)-NPR	Stat92E	206	CrzR	0.11625	4	1.5	1.80583	npr
Malpighian tubule	sv_(+)-NPR	sv	9	SIFaR	0.03615	9	4.3	1	npr
Malpighian tubule	Topors_(+)-NPR	Topors	327	Pdfr	0.00502	1	0.1	2.05199	npr
Malpighian tubule	Traf4_(-)-NPR	Traf4	2019	AstA-R1	0.33648	1	0.2	1.37345	npr
Malpighian tubule	Ubx_(+)-NPR	Ubx	672	Pdfr	0.02153	2	7.6	1.8125	npr
Malpighian tubule	Vsx2_(+)-NPR	Vsx2	5	FMRFaR	0.01287	5	4.9	1	npr
Malpighian tubule	Vsx2_(+)-NPR	Vsx2	128	sNPF-R	0.02754	18	5	1.21875	npr
Malpighian tubule	vtd_(+)-NPR	vtd	682	Pdfr	0.11496	1	7.1	1.80352	npr
Malpighian tubule	vvl_(+)-NPR	vvl	208	CrzR	0.04037	10	17.3	1.79808	npr
Oenocyte	abd-A_(+)-NPR	abd-A	95	AstA-R2	0.07286	3	17.4	1.52632	npr
Oenocyte	abd-A_(+)-NPR	abd-A	18	AstC-R1	0.09835	5	8.7	1.33333	npr
Oenocyte	abd-A_(+)-NPR	abd-A	226	PK1-R	0.10259	1	1.3	1.10619	npr
Oenocyte	Abd-B_(+)-NPR	Abd-B	128	sNPF-R	0.04895	6	14.9	1.25	npr
Oenocyte	Abd-B_(-)-NPR	Abd-B	130	sNPF-R	0.25735	6	14.9	1.24615	npr
Oenocyte	ap_(-)-NPR	ap	3158	CrzR	0.47152	2	2.5	6.67828	npr
Oenocyte	Atf3_(-)-NPR	Atf3	2990	CrzR	0.01493	42	29.9	6.74181	npr
Oenocyte	Atf3_(-)-NPR	Atf3	263	FMRFaR	0.14932	1	1.1	1.26236	npr
Oenocyte	Atf6_(-)-NPR	Atf6	1015	CrzR	0.01401	15	17.8	6.80296	npr
Oenocyte	bap_(+)-NPR	bap	73	AstA-R2	0.10623	29	10.7	1.65753	npr
Oenocyte	bin_(+)-NPR	bin	92	AstA-R2	0.07363	99	24.6	1.54348	npr
Oenocyte	bi_(+)-NPR	bi	23	SIFaR	0.04095	1	5.7	1.21739	npr
Oenocyte	bi_(-)-NPR	bi	21	SIFaR	0.23542	1	5.7	1.2381	npr
Oenocyte	BtbVII_(-)-NPR	BtbVII	481	AstA-R1	0.08627	9	13	1.53846	npr
Oenocyte	cad_(+)-NPR	cad	49	NPFR	0.07565	10	92.6	1.7551	npr
Oenocyte	CG1233_(+)-NPR	CG1233	556	AstA-R1	0.02665	6	11.9	1.54496	npr
Oenocyte	CG15812_(+)-NPR	CG15812	14	NPFR	0.07766	1	1.3	1.64286	npr
Oenocyte	CG34367_(+)-NPR	CG34367	23	AstC-R2	0.03227	29	12.7	1.91304	npr
Oenocyte	ci_(+)-NPR	ci	670	AstA-R1	0.15939	4	1.6	1.4597	npr
Oenocyte	ci_(+)-NPR	ci	96	AstA-R2	0.1944	1	1	1.52083	npr
Oenocyte	ci_(+)-NPR	ci	3157	CrzR	0.05871	3	0.4	6.68008	npr
Oenocyte	ci_(-)-NPR	ci	481	AstA-R1	0.14461	4	1.6	1.53222	npr
Oenocyte	ci_(-)-NPR	ci	71	AstA-R2	0.13685	1	1	1.49296	npr
Oenocyte	ci_(-)-NPR	ci	3123	CrzR	0.1984	3	0.4	6.70957	npr
Oenocyte	cnc_(-)-NPR	cnc	263	FMRFaR	0.18045	1	2.3	1.26236	npr
Oenocyte	Cnot4_(+)-NPR	Cnot4	670	AstA-R1	0.05564	9	3	1.4597	npr
Oenocyte	Cnot4_(+)-NPR	Cnot4	2361	Pdfr	0.05003	2	0.9	3.68107	npr
Oenocyte	crc_(-)-NPR	crc	339	AstA-R1	0.11711	1	1.1	1.64307	npr
Oenocyte	CrebA_(-)-NPR	CrebA	3153	CrzR	0.01372	31	24	6.68633	npr
Oenocyte	CrebA_(-)-NPR	CrebA	263	FMRFaR	0.14286	11	1.7	1.26236	npr
Oenocyte	CrebA_(-)-NPR	CrebA	2361	Pdfr	0.14843	3	0.9	3.68107	npr
Oenocyte	CrebB_(-)-NPR	CrebB	551	AstA-R1	0.05774	3	4.7	1.51906	npr
Oenocyte	CrebB_(-)-NPR	CrebB	2172	CrzR	0.01694	30	38.1	6.43048	npr
Oenocyte	CrebB_(-)-NPR	CrebB	1978	Pdfr	0.02716	54	38	3.57887	npr
Oenocyte	croc_(+)-NPR	croc	8	AstC-R1	0.02813	2	11.4	1.625	npr
Oenocyte	CycT_(+)-NPR	CycT	670	AstA-R1	0.04375	1	1.2	1.4597	npr
Oenocyte	da_(+)-NPR	da	670	AstA-R1	0.0229	10	5.9	1.4597	npr
Oenocyte	Dfd_(+)-NPR	Dfd	19	AstC-R2	0.07557	32	26.4	2.10526	npr
Oenocyte	Dif_(+)-NPR	Dif	2361	Pdfr	0.21317	4	24.2	3.68107	npr
Oenocyte	Dll_(+)-NPR	Dll	49	NPFR	0.07101	4	2	1.53061	npr
Oenocyte	Dll_(+)-NPR	Dll	228	PK1-R	0.08774	6	7.9	1.10526	npr
Oenocyte	Drgx_(+)-NPR	Drgx	7	SIFaR	0.11848	2	11.8	1.28571	npr
Oenocyte	Dr_(+)-NPR	Dr	617	AstA-R1	0.11245	14	6	1.49595	npr
Oenocyte	Dr_(-)-NPR	Dr	376	AstA-R1	0.1207	14	6	1.63032	npr
Oenocyte	E2f1_(-)-NPR	E2f1	16	AstC-R1	0.1485	1	0.3	1.375	npr
Oenocyte	E5_(+)-NPR	E5	82	sNPF-R	0.05313	50	25.1	1.36585	npr
Oenocyte	ERR_(-)-NPR	ERR	263	FMRFaR	0.23131	1	0	1.26236	npr
Oenocyte	Ets21C_(+)-NPR	Ets21C	119	sNPF-R	0.03909	2	1.2	1.2437	npr
Oenocyte	foxo_(-)-NPR	foxo	627	AstA-R1	0.0797	24	21.1	1.4673	npr
Oenocyte	foxo_(-)-NPR	foxo	2943	CrzR	0.03178	9	5.5	6.8104	npr
Oenocyte	foxo_(-)-NPR	foxo	2126	Pdfr	0.03646	81	19.6	3.76576	npr
Oenocyte	foxo_(-)-NPR	foxo	127	sNPF-R	0.0881	7	7.9	1.25197	npr
Oenocyte	ftz_(+)-NPR	ftz	16	TkR86C	0.05104	3	4.1	1.1875	npr
Oenocyte	grn_(+)-NPR	grn	111	AstA-R1	0.07747	2	4.4	2.15315	npr
Oenocyte	ham_(+)-NPR	ham	670	AstA-R1	0.02866	11	16.1	1.4597	npr
Oenocyte	her_(+)-NPR	her	589	AstA-R1	0.07259	7	4.4	1.52122	npr
Oenocyte	Hnf4_(-)-NPR	Hnf4	650	AstA-R1	0.04497	1	1.1	1.46462	npr
Oenocyte	Hnf4_(-)-NPR	Hnf4	3048	CrzR	0.00879	2	2.8	6.65551	npr
Oenocyte	Hnf4_(-)-NPR	Hnf4	262	FMRFaR	0.09376	8	2	1.26336	npr
Oenocyte	Hsf_(+)-NPR	Hsf	3158	CrzR	0.11694	7	12.3	6.67828	npr
Oenocyte	Hsf_(-)-NPR	Hsf	969	CrzR	0.01143	7	12.3	5.84933	npr
Oenocyte	hth_(-)-NPR	hth	17	CapaR	0.20669	3	2.7	1.35294	npr
Oenocyte	hth_(-)-NPR	hth	247	FMRFaR	0.38781	3	13.5	1.27126	npr
Oenocyte	hth_(-)-NPR	hth	39	NPFR	0.29833	4	64.7	1.76923	npr
Oenocyte	hth_(-)-NPR	hth	10	TkR86C	0.389	21	30	1.2	npr
Oenocyte	jim_(+)-NPR	jim	670	AstA-R1	0.12724	4	10.5	1.4597	npr
Oenocyte	jim_(+)-NPR	jim	96	AstA-R2	0.13849	72	33.1	1.52083	npr
Oenocyte	jim_(+)-NPR	jim	18	AstC-R1	0.16668	56	10.3	1.33333	npr
Oenocyte	jim_(+)-NPR	jim	263	FMRFaR	0.13699	70	21.6	1.26236	npr
Oenocyte	jim_(+)-NPR	jim	2361	Pdfr	0.12512	57	8.8	3.68107	npr
Oenocyte	jim_(+)-NPR	jim	130	sNPF-R	0.13181	81	26.4	1.24615	npr
Oenocyte	jim_(-)-NPR	jim	555	AstA-R1	0.05129	4	10.5	1.52252	npr
Oenocyte	jim_(-)-NPR	jim	89	AstA-R2	0.06778	72	33.1	1.5618	npr
Oenocyte	jim_(-)-NPR	jim	17	AstC-R1	0.06854	56	10.3	1.35294	npr
Oenocyte	jim_(-)-NPR	jim	253	FMRFaR	0.06327	70	21.6	1.26087	npr
Oenocyte	jim_(-)-NPR	jim	1842	Pdfr	0.04635	57	8.8	3.8355	npr
Oenocyte	jim_(-)-NPR	jim	115	sNPF-R	0.06097	81	26.4	1.26087	npr
Oenocyte	kay_(-)-NPR	kay	66	AstA-R2	0.19324	86	252.89999	1.59091	npr
Oenocyte	kay_(-)-NPR	kay	1158	CrzR	0.12258	37	177.7	6.23834	npr
Oenocyte	kay_(-)-NPR	kay	221	FMRFaR	0.23284	41	252.89999	1.29412	npr
Oenocyte	kay_(-)-NPR	kay	15	SIFaR	0.12409	48	243.10001	1.33333	npr
Oenocyte	klu_(+)-NPR	klu	248	FMRFaR	0.24943	1	0.1	1.27823	npr
Oenocyte	klu_(-)-NPR	klu	263	FMRFaR	0.14484	1	0.1	1.26236	npr
Oenocyte	lab_(+)-NPR	lab	228	PK1-R	0.04615	1	0.3	1.10526	npr
Oenocyte	lab_(+)-NPR	lab	24	SIFaR	0.03532	8	5.1	1.20833	npr
Oenocyte	lab_(+)-NPR	lab	130	sNPF-R	0.0345	2	0.9	1.24615	npr
Oenocyte	lola_(+)-NPR	lola	18	AstC-R1	0.18537	6	31.4	1.33333	npr
Oenocyte	lola_(-)-NPR	lola	18	AstC-R1	0.18712	6	31.4	1.33333	npr
Oenocyte	mamo_(-)-NPR	mamo	3158	CrzR	0.15696	10	1.1	6.67828	npr
Oenocyte	Mef2_(-)-NPR	Mef2	595	AstA-R1	0.04308	40	17.2	1.51092	npr
